time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
9.32500000,0.00812960,3786,0.00012643,0.00000000,0,0.00000045,8065,8095,46,0.00230716
9.42500000,0.00895428,3761,0.00005336,0.00000000,0,0.00000062,8095,8116,24,0.00149511
9.53000000,0.01024002,3762,0.00016211,0.00000000,0,0.00000072,8116,8139,35,0.00148170
9.62500000,0.00726550,3775,0.00023984,0.00000000,0,0.00000048,8139,8230,111,0.00142761
9.72500000,0.00731606,3709,0.00028094,0.00000000,0,0.00000063,8230,8261,105,0.00144468
9.82500000,0.01111194,3773,0.00034493,0.00000000,0,0.00000065,8261,8343,128,0.00145292
9.92500000,0.00903120,3811,0.00017679,0.00000000,0,0.00000060,8343,8400,79,0.00233277
10.02500000,0.01062390,3780,0.00015125,0.00000000,0,0.00000085,8400,8459,64,0.00139167
10.12500000,0.00982477,3767,0.00012715,0.00000000,0,0.00000080,8459,8487,54,0.00144821
10.23000000,0.01175228,3763,0.00024415,0.00000000,0,0.00000081,8487,8535,61,0.00226535
10.32500000,0.01065777,3731,0.00037927,0.00000000,0,0.00000070,8535,8571,88,0.00230658
10.42500000,0.01012666,3775,0.00011490,0.00000000,0,0.00000076,8571,8601,47,0.00233043
10.52500000,0.00727279,3766,0.00023277,0.00000000,0,0.00000066,8601,8682,127,0.00234738
10.63000000,0.00790150,3774,0.00009954,0.00000000,0,0.00000049,8682,8705,36,0.00257226
10.72500000,0.01005318,3757,0.00021883,0.00000000,0,0.00000090,8705,8712,43,0.00231117
10.82500000,0.00794505,3782,0.00007691,0.00000000,0,0.00000071,8712,8732,33,0.00225988
10.93000000,0.00789573,3793,0.00011985,0.00000000,0,0.00000054,8732,8764,50,0.00140521
11.02500000,0.00778191,3762,0.00013452,0.00000000,0,0.00000054,8764,8764,41,0.00140894
11.12500000,0.01008454,3758,0.00049196,0.00000000,0,0.00000069,8764,8813,123,0.00226858
11.22500000,0.01139174,3722,0.00022751,0.00000000,0,0.00000089,8813,8800,45,0.00151603
11.32500000,0.01002042,3759,0.00012326,0.00000000,0,0.00000086,8800,8834,55,0.00145487
11.43000000,0.00748108,3767,0.00029943,0.00000000,0,0.00000056,8834,8863,120,0.00142396
11.53000000,0.00777327,3797,0.00032522,0.00000000,0,0.00000054,8863,8897,126,0.00226659
11.62500000,0.00833613,3754,0.00043598,0.00000000,0,0.00000053,8897,9004,194,0.00228880
11.72500000,0.00906795,3706,0.00097663,0.00000000,0,0.00000054,9004,9143,425,0.00226171
11.82500000,0.00760340,3672,0.00049699,0.00000000,0,0.00000043,9143,9185,225,0.00142239
11.92500000,0.00849983,3705,0.00074351,0.00000000,0,0.00000066,9185,9319,354,0.00164771
12.02500000,0.00838278,3787,0.00053344,0.00000000,0,0.00000066,9319,9402,241,0.00146429
12.12500000,0.01181485,3748,0.00053196,0.00000000,0,0.00000053,9402,9414,125,0.00149703
12.22500000,0.00768365,3781,0.00015344,0.00000000,0,0.00000080,9414,9424,51,0.00142397
12.33000000,0.00816982,3791,0.00014758,0.00000000,0,0.00000061,9424,9457,57,0.00149647
12.42500000,0.00753668,3701,0.00048326,0.00000000,0,0.00000048,9457,9438,183,0.00143561
12.52500000,0.00842272,3759,0.00010637,0.00000000,0,0.00000053,9438,9459,40,0.00148182
12.62500000,0.00829355,3795,0.00016979,0.00000000,0,0.00000055,9459,9382,29,0.00140082
12.72500000,0.01093308,3781,0.00016572,0.00000000,0,0.00000077,9382,9394,30,0.00146054
12.83000000,0.01060971,3780,0.00012715,0.00000000,0,0.00000073,9394,9393,21,0.00140720
12.93000000,0.00961362,3770,0.00014790,0.00000000,0,0.00000071,9393,9394,28,0.00145880
13.03000000,0.00818360,3767,0.00016638,0.00000000,0,0.00000045,9394,9396,55,0.00142233
13.12500000,0.00867613,3737,0.00017921,0.00000000,0,0.00000076,9396,9415,60,0.00216853
13.22500000,0.00825025,3742,0.00008090,0.00000000,0,0.00000063,9415,9423,26,0.00241895
13.32500000,0.01049257,3762,0.00006889,0.00000000,0,0.00000075,9423,9455,32,0.00227182
13.43000000,0.00748656,3825,0.00006634,0.00000000,0,0.00000056,9455,9472,21,0.00191440
13.53000000,0.00727624,3809,0.00010860,0.00000000,0,0.00000059,9472,9469,34,0.00223925
13.62500000,0.00998497,3752,0.00010528,0.00000000,0,0.00000073,9469,9468,30,0.00232051
13.72500000,0.00795571,3727,0.00011083,0.00000000,0,0.00000042,9468,9485,37,0.00226776
13.82500000,0.00805099,3777,0.00010013,0.00000000,0,0.00000059,9485,9498,38,0.00144304
13.92500000,0.00801757,3793,0.00016264,0.00000000,0,0.00000051,9498,9492,57,0.00149841
14.02500000,0.01013499,3781,0.00015915,0.00000000,0,0.00000078,9492,9496,49,0.00218660
14.12500000,0.00815789,3759,0.00012257,0.00000000,0,0.00000081,9496,9525,42,0.00182432
14.22500000,0.00855546,3729,0.00008857,0.00000000,0,0.00000055,9525,9522,19,0.00156233
14.32500000,0.00914136,3790,0.00012365,0.00000000,0,0.00000073,9522,9513,40,0.00139910
14.43000000,0.00797792,3788,0.00005279,0.00000000,0,0.00000050,9513,9531,18,0.00222940
14.52500000,0.00792649,3782,0.00008281,0.00000000,0,0.00000045,9531,9552,33,0.00218126
14.62500000,0.01091540,3758,0.00010873,0.00000000,0,0.00000096,9552,9563,32,0.00137040
14.72500000,0.01039500,3714,0.00065992,0.00000000,0,0.00000074,9563,9557,149,0.00228059
14.82500000,0.01076141,3709,0.00034322,0.00000000,0,0.00000077,9557,9574,80,0.00225156
14.92500000,0.01174266,3737,0.00026388,0.00000000,0,0.00000070,9574,9583,66,0.00144925
15.02500000,0.01101816,3777,0.00027158,0.00000000,0,0.00000076,9583,9568,64,0.00218091
15.12500000,0.00888947,3754,0.00015674,0.00000000,0,0.00000047,9568,9558,42,0.00224496
15.23000000,0.00798092,3736,0.00009286,0.00000000,0,0.00000051,9558,9553,27,0.00231962
15.32500000,0.00819473,3762,0.00007109,0.00000000,0,0.00000047,9553,9572,24,0.00223473
15.42500000,0.00787980,3780,0.00005408,0.00000000,0,0.00000050,9572,9569,12,0.00215848
15.52500000,0.00775096,3801,0.00005314,0.00000000,0,0.00000053,9569,9574,16,0.00171051
15.62500000,0.00719597,3744,0.00009388,0.00000000,0,0.00000055,9574,9613,39,0.00136507
15.73000000,0.00820732,3754,0.00009566,0.00000000,0,0.00000055,9613,9625,31,0.00142742
15.82500000,0.01095979,3786,0.00014700,0.00000000,0,0.00000064,9625,9641,36,0.00134195
15.92500000,0.01121348,3815,0.00023644,0.00000000,0,0.00000065,9641,9663,61,0.00141248
16.02500000,0.01092735,3749,0.00013786,0.00000000,0,0.00000070,9663,9662,46,0.00135288
16.12500000,0.01014842,3751,0.00030091,0.00000000,0,0.00000092,9662,9513,38,0.00185435
16.22500000,0.01139310,3760,0.00009387,0.00000000,0,0.00000071,9513,9522,18,0.00220697
16.32500000,0.01054376,3778,0.00006758,0.00000000,0,0.00000072,9522,9523,25,0.00224653
16.42500000,0.00873237,3754,0.00008011,0.00000000,0,0.00000055,9523,9539,26,0.00216659
16.52500000,0.01064819,3774,0.00007423,0.00000000,0,0.00000072,9539,9545,14,0.00227147
16.62500000,0.00886802,3779,0.00009846,0.00000000,0,0.00000050,9545,9561,32,0.00221772
16.73000000,0.00870646,3787,0.00006944,0.00000000,0,0.00000074,9561,9554,19,0.00228125
16.82500000,0.00879779,3773,0.00011360,0.00000000,0,0.00000044,9554,9569,35,0.00175949
16.92500000,0.00819149,3754,0.00013371,0.00000000,0,0.00000059,9569,9598,45,0.00232003
17.02500000,0.00835343,3751,0.00005146,0.00000000,0,0.00000050,9598,9609,18,0.00162544
17.12500000,0.00836434,3793,0.00029595,0.00000000,0,0.00000049,9609,9533,99,0.00225455
17.22500000,0.00889820,3750,0.00006932,0.00000000,0,0.00000051,9533,9543,20,0.00135602
17.32500000,0.00741828,3766,0.00009022,0.00000000,0,0.00000046,9543,9557,30,0.00139712
17.42500000,0.00729255,3718,0.00012309,0.00000000,0,0.00000062,9557,9556,40,0.00137254
17.52500000,0.00814187,3784,0.00012154,0.00000000,0,0.00000047,9556,9556,41,0.00140807
17.62500000,0.00797190,3786,0.00010467,0.00000000,0,0.00000049,9556,9574,41,0.00134148
17.72500000,0.00860939,3751,0.00010147,0.00000000,0,0.00000041,9574,9589,30,0.00139747
17.82500000,0.00830985,3755,0.00028625,0.00000000,0,0.00000055,9589,9596,58,0.00134562
17.92500000,0.00858938,3758,0.00007101,0.00000000,0,0.00000058,9596,9610,28,0.00144744
18.02500000,0.01129853,3792,0.00025841,0.00000000,0,0.00000067,9610,9624,67,0.00138607
18.12500000,0.01118635,3742,0.00012073,0.00000000,0,0.00000080,9624,9639,24,0.00145675
18.23000000,0.01067850,3718,0.00013844,0.00000000,0,0.00000095,9639,9662,30,0.00142635
18.33000000,0.00724027,3711,0.00011015,0.00000000,0,0.00000063,9662,9684,36,0.00143899
18.43000000,0.00805365,3737,0.00011702,0.00000000,0,0.00000060,9684,9682,31,0.00222075
18.52500000,0.00814620,3792,0.00014638,0.00000000,0,0.00000046,9682,9696,56,0.00228453
18.62500000,0.00843636,3784,0.00007654,0.00000000,0,0.00000048,9696,9717,25,0.00219251
18.73000000,0.01086525,3732,0.00014864,0.00000000,0,0.00000059,9717,9735,30,0.00223511
18.82500000,0.01162273,3784,0.00011200,0.00000000,0,0.00000057,9735,9766,33,0.00224555
18.92500000,0.00818514,3771,0.00010286,0.00000000,0,0.00000044,9766,9790,42,0.00148023
19.02500000,0.00889915,3779,0.00007284,0.00000000,0,0.00000049,9790,9780,18,0.00140394
19.12500000,0.00814534,3729,0.00013869,0.00000000,0,0.00000074,9780,9788,44,0.00239441
19.22500000,0.00990206,3793,0.00013924,0.00000000,0,0.00000085,9788,9801,28,0.00254606
19.32500000,0.00812175,3762,0.00007358,0.00000000,0,0.00000055,9801,9809,26,0.00151326
19.42500000,0.00792392,3763,0.00011103,0.00000000,0,0.00000069,9809,9784,30,0.00139808
19.52500000,0.01151808,3817,0.00008752,0.00000000,0,0.00000049,9784,9797,18,0.00147275
19.63000000,0.00793047,3720,0.00012193,0.00000000,0,0.00000048,9797,9825,45,0.00220263
19.73000000,0.00865717,3782,0.00008170,0.00000000,0,0.00000068,9825,9837,31,0.00154088
19.82500000,0.01098979,3768,0.00009936,0.00000000,0,0.00000081,9837,9837,19,0.00136146
19.93000000,0.01196861,3813,0.00005456,0.00000000,0,0.00000071,9837,9831,8,0.00141093
20.02500000,0.00988522,3745,0.00006552,0.00000000,0,0.00000083,9831,9835,10,0.00139243
20.12500000,0.00886227,3789,0.00004603,0.00000000,0,0.00000084,9835,9839,13,0.00146925
20.22500000,0.00802368,3777,0.00007895,0.00000000,0,0.00000072,9839,9848,29,0.00216685
20.33000000,0.00868948,3751,0.00004438,0.00000000,0,0.00000050,9848,9853,12,0.00241696
20.43000000,0.01040513,3780,0.00073296,0.00000000,0,0.00000082,9853,9557,41,0.00222146
20.53000000,0.01138194,3749,0.00008429,0.00000000,0,0.00000083,9557,9580,26,0.00228283
20.62500000,0.00797972,3770,0.00010353,0.00000000,0,0.00000046,9580,9592,44,0.00217027
20.72500000,0.00885704,3826,0.00006397,0.00000000,0,0.00000054,9592,9581,14,0.00151662
20.83000000,0.01119261,3771,0.00006961,0.00000000,0,0.00000069,9581,9589,12,0.00219702
20.93000000,0.00938983,3778,0.00004935,0.00000000,0,0.00000097,9589,9595,15,0.00241364
21.03000000,0.00718329,3770,0.00003522,0.00000000,0,0.00000063,9595,9587,10,0.00164977
21.13000000,0.01136222,3766,0.00006198,0.00000000,0,0.00000072,9587,9579,12,0.00223456
21.23000000,0.00907232,3791,0.00003255,0.00000000,0,0.00000084,9579,9589,13,0.00235916
21.32500000,0.00761860,3758,0.00003347,0.00000000,0,0.00000052,9589,9590,9,0.00228429
21.43000000,0.01135654,3798,0.00017468,0.00000000,0,0.00000085,9590,9580,28,0.00137133
21.52500000,0.00997821,3764,0.00020929,0.00000000,0,0.00000073,9580,9595,44,0.00233975
21.63000000,0.00813532,3744,0.00010415,0.00000000,0,0.00000071,9595,9612,40,0.00230790
21.73000000,0.00810877,3797,0.00011007,0.00000000,0,0.00000061,9612,9609,39,0.00138114
21.83000000,0.01149665,3786,0.00007998,0.00000000,0,0.00000070,9609,9623,15,0.00242063
21.93000000,0.00815359,3723,0.00008800,0.00000000,0,0.00000054,9623,9651,33,0.00219754
22.03000000,0.01018487,3747,0.00006705,0.00000000,0,0.00000080,9651,9669,30,0.00137479
22.13000000,0.00814551,3824,0.00006876,0.00000000,0,0.00000070,9669,9671,26,0.00189914
22.23000000,0.00888156,3751,0.00005524,0.00000000,0,0.00000115,9671,9673,13,0.00223374
22.33000000,0.00806736,3769,0.00004423,0.00000000,0,0.00000078,9673,9687,14,0.00232951
22.43000000,0.01016261,3744,0.00018797,0.00000000,0,0.00000067,9687,9681,30,0.00236236
22.52500000,0.01094178,3787,0.00013244,0.00000000,0,0.00000065,9681,9659,23,0.00142704
22.62500000,0.01164017,3765,0.00012641,0.00000000,0,0.00000066,9659,9629,14,0.00136271
22.72500000,0.00983175,3731,0.00017285,0.00000000,0,0.00000064,9629,9638,33,0.00133877
22.82500000,0.00854447,3766,0.00007186,0.00000000,0,0.00000054,9638,9665,31,0.00148383
22.93000000,0.01112389,3803,0.00012986,0.00000000,0,0.00000078,9665,9677,30,0.00225539
23.02500000,0.00886067,3799,0.00004904,0.00000000,0,0.00000054,9677,9685,15,0.00217598
23.12500000,0.00802225,3749,0.00007127,0.00000000,0,0.00000055,9685,9691,19,0.00219632
23.22500000,0.00709956,3728,0.00012675,0.00000000,0,0.00000052,9691,9690,34,0.00142025
23.33000000,0.00957486,3741,0.00009518,0.00000000,0,0.00000071,9690,9710,35,0.00220774
23.43000000,0.01029632,3787,0.00006862,0.00000000,0,0.00000064,9710,9722,13,0.00133167
23.53000000,0.01061076,3781,0.00004493,0.00000000,0,0.00000094,9722,9711,7,0.00149399
23.62500000,0.00793880,3794,0.00004066,0.00000000,0,0.00000053,9711,9722,12,0.00136305
23.72500000,0.00791287,3776,0.00002629,0.00000000,0,0.00000068,9722,9724,6,0.00224936
23.82500000,0.00769868,3780,0.00005033,0.00000000,0,0.00000050,9724,9734,17,0.00222317
23.93000000,0.00709862,3737,0.00005403,0.00000000,0,0.00000063,9734,9749,19,0.00228566
24.03000000,0.00752101,3762,0.00002633,0.00000000,0,0.00000055,9749,9750,6,0.00219509
24.13000000,0.00844086,3766,0.00002545,0.00000000,0,0.00000053,9750,9757,7,0.00136761
24.23000000,0.01082827,3796,0.00008958,0.00000000,0,0.00000076,9757,9765,22,0.00132333
24.33000000,0.00746917,3726,0.00004302,0.00000000,0,0.00000073,9765,9779,14,0.00137867
24.43000000,0.00749708,3740,0.00003482,0.00000000,0,0.00000077,9779,9776,7,0.00137374
24.53000000,0.01093355,3774,0.00006493,0.00000000,0,0.00000060,9776,9791,15,0.00135583
24.63000000,0.00746477,3805,0.00000937,0.00000000,0,0.00000057,9791,9794,3,0.00220737
24.73000000,0.01049698,3751,0.00006144,0.00000000,0,0.00000079,9794,9784,14,0.00147835
24.83000000,0.00769703,3731,0.00006953,0.00000000,0,0.00000048,9784,9800,24,0.00135300
24.93000000,0.00799172,3767,0.00009667,0.00000000,0,0.00000056,9800,9832,49,0.00224599
25.03000000,0.00729301,3726,0.00003969,0.00000000,0,0.00000058,9832,9823,6,0.00199989
25.13000000,0.00875516,3768,0.00003531,0.00000000,0,0.00000051,9823,9834,11,0.00239239
25.23000000,0.00788515,3805,0.00006927,0.00000000,0,0.00000050,9834,9846,28,0.00144524
25.32500000,0.00749334,3780,0.00002689,0.00000000,0,0.00000053,9846,9852,8,0.00150417
25.43000000,0.00827226,3721,0.00006135,0.00000000,0,0.00000060,9852,9840,13,0.00212686
25.52500000,0.01087638,3789,0.00006173,0.00000000,0,0.00000087,9840,9852,12,0.00140665
25.62500000,0.00716773,3783,0.00004774,0.00000000,0,0.00000050,9852,9863,15,0.00143781
25.72500000,0.00999417,3758,0.00004482,0.00000000,0,0.00000069,9863,9868,11,0.00147745
25.83000000,0.01044264,3758,0.00006987,0.00000000,0,0.00000070,9868,9883,23,0.00154783
25.93000000,0.01063489,3722,0.00006879,0.00000000,0,0.00000058,9883,9855,14,0.00217784
26.02500000,0.01085633,3747,0.00009219,0.00000000,0,0.00000061,9855,9872,27,0.00139004
26.13000000,0.00805593,3793,0.00002272,0.00000000,0,0.00000090,9872,9872,5,0.00233551
26.23000000,0.00736521,3717,0.00002213,0.00000000,0,0.00000046,9872,9870,5,0.00143007
26.33000000,0.00799344,3819,0.00004155,0.00000000,0,0.00000046,9870,9876,13,0.00134487
26.43000000,0.00753947,3772,0.00006832,0.00000000,0,0.00000075,9876,9889,20,0.00218550
26.52500000,0.00825785,3786,0.00006439,0.00000000,0,0.00000042,9889,9893,20,0.00237091
26.63000000,0.01075035,3760,0.00002484,0.00000000,0,0.00000078,9893,9901,8,0.00210223
26.72500000,0.00801835,3782,0.00014234,0.00000000,0,0.00000054,9901,9856,23,0.00137794
26.83000000,0.01012495,3746,0.00002088,0.00000000,0,0.00000067,9856,9860,4,0.00143991
26.93000000,0.00754994,3801,0.00005300,0.00000000,0,0.00000063,9860,9870,14,0.00137363
27.03000000,0.00998659,3750,0.00003307,0.00000000,0,0.00000067,9870,9872,5,0.00230601
27.12500000,0.00757668,3766,0.00002367,0.00000000,0,0.00000087,9872,9878,7,0.00166714
27.23000000,0.00870738,3749,0.00001875,0.00000000,0,0.00000058,9878,9884,6,0.00219471
27.33000000,0.00810864,3798,0.00005293,0.00000000,0,0.00000095,9884,9902,23,0.00138115
27.43000000,0.01115430,3762,0.00001728,0.00000000,0,0.00000080,9902,9906,4,0.00244891
27.53000000,0.01009356,3700,0.00020326,0.00000000,0,0.00000050,9906,9881,56,0.00207324
27.63000000,0.01051645,3741,0.00015586,0.00000000,0,0.00000104,9881,9901,62,0.00140054
27.73000000,0.01115302,3767,0.00018785,0.00000000,0,0.00000062,9901,9910,43,0.00138643
27.83000000,0.01080879,3773,0.00012510,0.00000000,0,0.00000077,9910,9913,28,0.00134544
27.93000000,0.01146506,3736,0.00008710,0.00000000,0,0.00000072,9913,9923,17,0.00145924
28.03000000,0.00807782,3770,0.00014010,0.00000000,0,0.00000065,9923,9942,47,0.00138839
28.13000000,0.00820060,3713,0.00008797,0.00000000,0,0.00000060,9942,9969,42,0.00244467
28.23000000,0.00830306,3759,0.00007947,0.00000000,0,0.00000079,9969,9992,35,0.00225183
28.33000000,0.00803267,3790,0.00006108,0.00000000,0,0.00000068,9992,9997,16,0.00241812
28.43000000,0.00848964,3787,0.00007493,0.00000000,0,0.00000079,9997,9992,20,0.00174526
28.53000000,0.00955216,3756,0.00029214,0.00000000,0,0.00000073,9992,9945,93,0.00158205
28.63000000,0.01083666,3692,0.00025387,0.00000000,0,0.00000071,9945,9926,48,0.00144381
28.73000000,0.00899260,3750,0.00010850,0.00000000,0,0.00000084,9926,9927,38,0.00145062
28.83000000,0.00804562,3788,0.00004170,0.00000000,0,0.00000058,9927,9941,18,0.00157536
28.93000000,0.00887064,3742,0.00003622,0.00000000,0,0.00000065,9941,9952,11,0.00235288
29.03000000,0.00806287,3799,0.00006784,0.00000000,0,0.00000075,9952,9953,23,0.00238608
29.13000000,0.00855943,3772,0.00006461,0.00000000,0,0.00000072,9953,9939,15,0.00221828
29.23000000,0.01087913,3756,0.00016670,0.00000000,0,0.00000084,9939,9937,30,0.00146405
29.33000000,0.01189391,3780,0.00015366,0.00000000,0,0.00000138,9937,9940,30,0.00155148
29.43000000,0.01100884,3791,0.00011597,0.00000000,0,0.00000072,9940,9945,26,0.00142145
29.53000000,0.01189415,3732,0.00003620,0.00000000,0,0.00000081,9945,9952,7,0.00144510
29.63000000,0.01081838,3774,0.00011896,0.00000000,0,0.00000101,9952,9977,25,0.00242151
29.73000000,0.01060519,3717,0.00010251,0.00000000,0,0.00000065,9977,9977,22,0.00223997
29.83000000,0.00809110,3788,0.00007951,0.00000000,0,0.00000041,9977,9975,24,0.00234878
29.93000000,0.01050268,3768,0.00003222,0.00000000,0,0.00000073,9975,9980,6,0.00249320
30.03000000,0.00736562,3779,0.00003606,0.00000000,0,0.00000067,9980,9970,6,0.00231154
30.13000000,0.01195657,3818,0.00002986,0.00000000,0,0.00000080,9970,9976,7,0.00236372
30.23000000,0.00801423,3766,0.00007335,0.00000000,0,0.00000066,9976,9963,18,0.00212105
30.33000000,0.00856124,3725,0.00008268,0.00000000,0,0.00000091,9963,9959,25,0.00172541
30.43000000,0.01065190,3780,0.00008439,0.00000000,0,0.00000081,9959,9940,27,0.00158933
30.53000000,0.01178812,3786,0.00007018,0.00000000,0,0.00000062,9940,9947,12,0.00220377
30.63000000,0.00850827,3737,0.00007027,0.00000000,0,0.00000075,9947,9935,18,0.00143469
30.73000000,0.00807907,3787,0.00005024,0.00000000,0,0.00000065,9935,9941,18,0.00138757
30.83000000,0.00802208,3799,0.00010150,0.00000000,0,0.00000066,9941,9938,34,0.00236014
30.93000000,0.01002327,3759,0.00005076,0.00000000,0,0.00000075,9938,9949,15,0.00241848
31.03000000,0.00831910,3768,0.00002785,0.00000000,0,0.00000056,9949,9940,4,0.00226943
31.13000000,0.00796562,3800,0.00006714,0.00000000,0,0.00000074,9940,9962,31,0.00147276
31.23000000,0.01250394,3785,0.00003402,0.00000000,0,0.00000115,9962,9968,7,0.00136898
31.33000000,0.01094900,3730,0.00005611,0.00000000,0,0.00000067,9968,9965,10,0.00225196
31.43000000,0.00888564,3760,0.00007629,0.00000000,0,0.00000074,9965,9975,26,0.00142404
31.53000000,0.00927834,3778,0.00010576,0.00000000,0,0.00000079,9975,9979,36,0.00143273
31.63000000,0.00802287,3787,0.00004054,0.00000000,0,0.00000052,9979,9987,15,0.00243262
31.73000000,0.00833298,3759,0.00001011,0.00000000,0,0.00000054,9987,9989,2,0.00244739
31.83000000,0.01078328,3811,0.00006241,0.00000000,0,0.00000072,9989,10007,18,0.00187077
31.93000000,0.01132260,3768,0.00002607,0.00000000,0,0.00000080,10007,10013,9,0.00220788
32.03000000,0.00805037,3718,0.00003643,0.00000000,0,0.00000060,10013,10010,9,0.00150459
32.13000000,0.00832397,3760,0.00006714,0.00000000,0,0.00000047,10010,10010,26,0.00142865
32.23000000,0.00814505,3798,0.00002373,0.00000000,0,0.00000085,10010,10017,7,0.00226906
32.33000000,0.01143292,3779,0.00002654,0.00000000,0,0.00000061,10017,10002,3,0.00241356
32.43000000,0.00996999,3821,0.00006587,0.00000000,0,0.00000060,10002,10009,24,0.00137652
32.53000000,0.01070564,3755,0.00003471,0.00000000,0,0.00000058,10009,10009,8,0.00150050
32.63000000,0.01074831,3713,0.00010745,0.00000000,0,0.00000090,10009,10017,17,0.00144651
32.73000000,0.01165114,3743,0.00015878,0.00000000,0,0.00000083,10017,10018,32,0.00230052
32.83000000,0.01075899,3764,0.00018542,0.00000000,0,0.00000080,10018,10016,44,0.00154179
32.93000000,0.01169490,3737,0.00004301,0.00000000,0,0.00000096,10016,10016,9,0.00148291
33.03000000,0.01091090,3766,0.00011186,0.00000000,0,0.00000071,10016,9957,7,0.00216314
33.13000000,0.01113049,3770,0.00007695,0.00000000,0,0.00000129,9957,9961,19,0.00218744
33.23000000,0.01082196,3804,0.00006681,0.00000000,0,0.00000085,9961,9974,15,0.00225264
33.33000000,0.00927518,3738,0.00003024,0.00000000,0,0.00000084,9974,9982,8,0.00249620
33.43000000,0.00808892,3738,0.00013609,0.00000000,0,0.00000056,9982,10008,49,0.00227159
33.53000000,0.00832963,3782,0.00019060,0.00000000,0,0.00000074,10008,10016,60,0.00230815
33.63000000,0.00833074,3790,0.00012307,0.00000000,0,0.00000075,10016,10027,55,0.00237951
33.72500000,0.00795150,3779,0.00008807,0.00000000,0,0.00000095,10027,10040,32,0.00231003
33.82500000,0.00846511,3783,0.00003110,0.00000000,0,0.00000057,10040,10042,6,0.00139313
33.93000000,0.00804734,3734,0.00008892,0.00000000,0,0.00000074,10042,10038,24,0.00138442
34.03000000,0.00880010,3775,0.00012910,0.00000000,0,0.00000058,10038,10039,35,0.00138090
34.13000000,0.00808337,3802,0.00006241,0.00000000,0,0.00000058,10039,10035,23,0.00146445
34.23000000,0.00876416,3743,0.00004086,0.00000000,0,0.00000085,10035,10041,11,0.00141847
34.33000000,0.00797651,3731,0.00008877,0.00000000,0,0.00000068,10041,10046,25,0.00139747
34.43000000,0.00714536,3714,0.00008991,0.00000000,0,0.00000060,10046,10048,28,0.00155064
34.53000000,0.01128552,3751,0.00016228,0.00000000,0,0.00000067,10048,10073,47,0.00136395
34.63000000,0.00796328,3824,0.00006832,0.00000000,0,0.00000052,10073,10071,21,0.00155785
34.73000000,0.00840488,3727,0.00003137,0.00000000,0,0.00000057,10071,10080,10,0.00222596
34.83000000,0.00801833,3720,0.00017582,0.00000000,0,0.00000064,10080,10081,57,0.00150889
34.93000000,0.00959656,3744,0.00010502,0.00000000,0,0.00000072,10081,10106,40,0.00224627
35.03000000,0.00993267,3746,0.00013480,0.00000000,0,0.00000073,10106,10112,52,0.00147467
35.13000000,0.00966683,3805,0.00003425,0.00000000,0,0.00000045,10112,10123,15,0.00147792
35.23000000,0.01200701,3768,0.00006536,0.00000000,0,0.00000078,10123,10136,13,0.00151283
35.33000000,0.01082639,3805,0.00008631,0.00000000,0,0.00000078,10136,10154,25,0.00160788
35.43000000,0.01151709,3723,0.00003858,0.00000000,0,0.00000074,10154,10158,9,0.00146602
35.53000000,0.00966916,3762,0.00012243,0.00000000,0,0.00000071,10158,10166,47,0.00136995
35.63000000,0.01040619,3800,0.00015705,0.00000000,0,0.00000107,10166,10124,43,0.00222421
35.73000000,0.00866013,3779,0.00008109,0.00000000,0,0.00000075,10124,10151,43,0.00240417
35.82500000,0.00835797,3759,0.00002698,0.00000000,0,0.00000061,10151,10144,4,0.00224548
35.93000000,0.00905140,3762,0.00003485,0.00000000,0,0.00000070,10144,10149,9,0.00223716
36.03000000,0.00901483,3762,0.00010688,0.00000000,0,0.00000057,10149,10156,34,0.00222431
36.13000000,0.00788957,3738,0.00005111,0.00000000,0,0.00000092,10156,10162,21,0.00235677
36.23000000,0.00891613,3744,0.00000648,0.00000000,0,0.00000057,10162,10164,2,0.00147221
36.33000000,0.00998645,3788,0.00010506,0.00000000,0,0.00000075,10164,10173,38,0.00151818
36.43000000,0.01185902,3766,0.00005833,0.00000000,0,0.00000061,10173,10156,5,0.00143267
36.53000000,0.01087133,3722,0.00017915,0.00000000,0,0.00000073,10156,10154,34,0.00143091
36.63000000,0.01127774,3745,0.00018552,0.00000000,0,0.00000066,10154,10183,50,0.00142042
36.73000000,0.00985345,3748,0.00014442,0.00000000,0,0.00000078,10183,10206,65,0.00223318
36.83000000,0.00756157,3785,0.00001385,0.00000000,0,0.00000055,9254,9260,6,0.00249168
36.93000000,0.00709466,3792,0.00002007,0.00000000,0,0.00000047,9260,9266,7,0.00222901
37.03000000,0.01106604,3800,0.00007114,0.00000000,0,0.00000072,9266,9265,9,0.00240164
37.13000000,0.01035681,3774,0.00015055,0.00000000,0,0.00000073,9265,9301,55,0.00227257
37.23000000,0.01098796,3789,0.00014922,0.00000000,0,0.00000064,9301,9274,17,0.00138635
37.33000000,0.01050103,3749,0.00004377,0.00000000,0,0.00000079,9274,9277,8,0.00152175
37.43000000,0.01052856,3779,0.00011559,0.00000000,0,0.00000071,9277,9314,40,0.00225269
37.53000000,0.00767205,3798,0.00004264,0.00000000,0,0.00000061,9314,9330,18,0.00226727
37.63000000,0.00784539,3783,0.00002063,0.00000000,0,0.00000050,9330,9336,7,0.00229172
